state,local_id,siteid,sitename,sitename_long,sitename_10,lat,lon,infra_type,road_type,dir,location_type,location_detail,orientation,count_type,mfgr,asset_owner,notes
WA,51468,51468,Riverside Dr RSP (Barrack St),Riverside Dr RSP E of Barrack St,RiversidDr,-31.959921,115.861645,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51470,51470,Curtin Av RSP,Curtin Av RSP S of Leighton Beach,CurtinAv,-32.02475,115.751339,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51471,51471,South Beach RSP,South Beach RSP N of Douro Rd,SthBeach,-32.073399,115.751716,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51472,51472,Murray St Access Path,Murray St Access Path E of Henley St,MurraySt,-32.005159,115.871985,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51476,51476,Mitchell Fwy PSP (Fitzgerald St),Mitchell Fwy PSP W of Fitzgerald St,MitchFitzg,-31.943428,115.851219,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51477,51477,Aberdeen St Access Path,Aberdeen St Access Path N of Perth-Fremantle Railway Line PSP,AberdeenSt,-31.951044,115.867806,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51483,51483,Mitchell Fwy PSP (Hodges Dr),Mitchell Fwy PSP S of Hodges Dr,MitchHodge,-31.759153,115.768532,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51608,51608,Riverside Dr RSP (under Causeway Br),Riverside Dr RSP under Causeway Bridge,RiverCause,-31.964063,115.88089,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51609,51609,Graham Farmer Fwy RSP (Burswood),Graham Farmer Fwy RSP E of Graham Farmer Fwy to Burswood RSP,WindanBrS,-31.947993,115.884932,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51610,51610,Stirling Hwy RSP (Stirling Bridge),Stirling Hwy RSP at Stirling Bridge,StirlingHy,-32.040838,115.761146,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51620,51620,Mount St RSP,Mount St RSP bridge,MountSt,-31.953755,115.84904,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51624,51624,Queen Victoria St RSP (Fremantle Bridge),Queen Victoria St RSP S of Fremantle Traffic Bridge,QueenVicSt,-32.042517,115.754634,,,,,,,,MetroCount,Main Roads Western Australia,
WA,51626,51626,West Coast Dr (The Plaza),West Coast Dr N of The Plaza,WestCstDr,-31.831169,115.746379,,,,,,,,,,
WA,51661,51661,Fremantle Roundhouse RSP,Fremantle Roundhouse RSP,FreRndRSP,-32.05645,115.741711,,,,,,,,,,
WA,51825,51825,Hollis Park RSP,Hollis Park RSP E of Daly St,HollisPk,-32.076508,115.758133,,,,,,,,,,
WA,52028,52028,Airport Dr PSP,Airport Dr PSP N of Tonkin Hwy PSP,AirportDr,-31.965276,115.95658,,,,,,,,,,
WA,52029,52029,Tonkin Hwy PSP (East of Leach Hwy),Tonkin Hwy PSP E of Airport Dr PSP,TonkinApt,-31.969524,115.956529,,,,,,,,,,
WA,52032,52032,Tonkin Hwy PSP (West of Leach Hwy),Tonkin Hwy PSP S of Whiteside St,TonkinWhit,-31.964134,115.952762,,,,,,,,,,
WA,52033,52033,Leach Hwy PSP,Leach Hwy PSP N of Fisher St,LeachHwy,-31.970527,115.95121,,,,,,,,,,
WA,52036,52036,Guildford PSP,Guildford PSP W of Morrison Rd,Guildford,-31.890971,115.99493,,,,,,,,,,
WA,52257,52257,Tonkin Hwy PSP (East of Chisholm Cr),Tonkin Hwy PSP (East of Chisholm Cr),TonkinChis,-31.989885,115.984397,,,,,,,,,,
WA,52258,52258,Roe Hwy PSP (South of Pavetta Cr),Roe Hwy PSP (South of Pavetta Cr),RoeHwyPav,-31.972815,115.998442,,,,,,,,,,
WA,52274,52274,Old Coast Rd PSP,Old Coast Rd PSP (North of Estuary Dr),OldCoast,,,,,,,,,,,,
WA,52275,52275,Parade Rd PSP,Parade Rd PSP (South of Payton Way),Parade,,,,,,,,,,,,
WA,52276,52276,Bussell Hwy RSP,Bussell Hwy RSP (South of Washington Av),Bussell,,,,,,,,,,,,
Tas,,,Intercity Cycleway (Navy Club),,,-42.874855,147.335061,2,0,9,1,1,1,1,MetroCount,Hobart City Council,
